PH_ID	IRGSP_best_BLAST_hit	description
PH01001881G0230	Os01t0176300-00	pentatricopeptide, putative, expressed
PH01001881G0270	Os05t0178000-00	phototropic-responsive NPH3 family protein, putative, expressed
PH01001881G0300	Os01t0176500-01	expressed_protein
PH01001881G0320	Os01t0176500-01	expressed_protein
PH01001881G0390	Os01t0176700-01	MYB family transcription factor, putative, expressed
PH01001881G0400	Os01t0176800-01	expressed_protein
PH01001882G0190	Os09t0286300-00	expressed_protein
PH01001882G0280	Os09t0284600-01	enhancer of polycomb, putative, expressed
PH01001882G0290	Os08t0338900-02	enhancer of polycomb, putative, expressed
PH01001882G0330	Os09t0284400-01	co-chaperone GrpE protein, putative, expressed
PH01001883G0240	Os05t0323100-01	rhodanese-like domain containing protein, putative, expressed
PH01001883G0250	Os05t0323100-01	rhodanese-like domain containing protein, putative, expressed
PH01001884G0080	Os08t0387500-01	expressed_protein
PH01001884G0090	not found	expressed_protein
PH01001884G0280	Os08t0389700-02	membrane protein, putative, expressed
PH01001884G0340	Os09t0346700-01	expressed_protein
PH01001885G0090	Os02t0566500-01	expressed_protein
PH01001885G0100	Os02t0566400-01	extracellular ligand-gated ion channel, putative, expressed
PH01001885G0110	Os02t0133800-01	peptidase, T1 family, putative, expressed
PH01001885G0190	Os01t0652800-01	peptidase, T1 family, putative, expressed
PH01001886G0250	Os10t0138100-01	aldehyde oxidase, putative, expressed
PH01001887G0080	Os09t0344700-01	expressed_protein
PH01001887G0100	Os09t0344800-02	membrane protein, putative, expressed
PH01001887G0180	Os09t0344900-01	RING finger protein, putative, expressed
PH01001888G0170	Os05t0374500-01	tetratricopeptide repeat containing protein, putative, expressed
PH01001888G0200	Os05t0374600-01	DNAJ heat shock N-terminal domain-containing protein, putative, expressed
PH01001889G0220	Os07t0105600-01	oxygen evolving enhancer protein 3 domain containing protein, expressed
PH01001889G0230	Os04t0629700-01	kinesin motor domain containing protein, putative, expressed
PH01001889G0280	Os07t0105800-00	expressed_protein
PH01001890G0300	Os05t0241000-01	expressed_protein
PH01001890G0330	Os05t0238200-01	seven in absentia protein family domain containing protein, expressed
PH01001890G0340	Os05t0238200-01	seven in absentia protein family domain containing protein, expressed
PH01001891G0010	Os06t0643300-02	SNF7 domain containing protein, putative, expressed
PH01001891G0070	Os06t0643500-01	SNF7 domain containing protein, putative, expressed
PH01001891G0170	Os06t0643700-01	haemolysin-III, putative, expressed
PH01001891G0370	Os06t0644100-01	secreted salivary protein, putative, expressed
PH01001891G0450	Os06t0644200-02	secreted salivary protein, putative, expressed
PH01001891G0460	Os06t0644200-01	inorganic H+ pyrophosphatase, putative, expressed
PH01001891G0480	Os11t0657100-01	peptide chain release factor protein, putative, expressed
PH01001892G0010	Os03t0640800-01	START domain containing protein, expressed
PH01001892G0030	Os01t0200400-01	expressed_protein
PH01001892G0060	Os01t0200500-01	MPPN domain containing protein, expressed
PH01001892G0210	Os01t0200700-01	metallothionein-like protein 3B, putative, expressed
PH01001892G0300	Os08t0112500-01	protein kinase family protein, putative, expressed
PH01001892G0320	Os01t0201100-01	xylosyltransferase, putative, expressed
PH01001892G0330	Os01t0201200-01	protein kinase domain containing protein, expressed
PH01001892G0430	Os01t0201250-00	VQ domain containing protein, putative, expressed
PH01001894G0020	Os10t0377400-02	ras-related protein, putative, expressed
PH01001894G0060	Os10t0377800-01	pyridoxamine 5'-phosphate oxidase family protein, putative, expressed
PH01001894G0150	Os03t0297100-01	40S ribosomal protein S7, putative, expressed
PH01001895G0120	Os07t0574800-02	tubulin/FtsZ domain containing protein, putative, expressed
PH01001895G0140	Os07t0575100-00	HEAT repeat family protein, putative, expressed
PH01001895G0240	Os07t0575800-01	hydrolase, alpha/beta fold family domain containing protein, expressed
PH01001895G0250	Os06t0499500-03	OsGH3.7 - Probable indole-3-acetic acid-amido synthetase, expressed
PH01001895G0410	Os07t0577400-01	ubiquitin-conjugating enzyme, putative, expressed
PH01001895G0420	Os07t0577700-01	succinyl-CoA ligase subunit alpha-2, mitochondrial precursor, putative, expressed
PH01001896G0060	Os08t0115800-01	no apical meristem protein, putative, expressed
PH01001896G0140	Os08t0116400-01	RNA recognition motif containing protein, putative, expressed
PH01001896G0200	Os08t0116566-00	expressed_protein
PH01001896G0220	Os10t0565300-01	expressed_protein
PH01001896G0260	Os08t0116700-01	expressed_protein
PH01001896G0300	Os08t0116900-01	galactosyltransferase family protein, putative, expressed
PH01001896G0320	Os08t0117100-01	RNA recognition motif containing protein, putative, expressed
PH01001896G0330	Os08t0117300-01	40S ribosomal protein S13, putative, expressed
PH01001896G0350	Os08t0117300-01	40S ribosomal protein S13, putative, expressed
PH01001896G0370	Os08t0117400-02	OsCML7 - Calmodulin-related calcium sensor protein, expressed
PH01001896G0380	Os08t0117700-01	expressed_protein
PH01001897G0050	Os01t0276000-01	ribosomal protein L7Ae, putative, expressed
PH01001897G0130	Os03t0323800-01	outer mitochondrial membrane porin, putative, expressed
PH01001897G0370	Os01t0276800-01	glucosidase II beta subunit-like domain containing protein, expressed
PH01001898G0030	Os01t0648600-00	receptor-like protein kinase, putative
PH01001898G0090	Os05t0347000-01	TATA-binding protein-associated factor TAFII55 family protein, putative, expressed
PH01001898G0100	Os05t0574500-01	ras-related protein, putative, expressed
PH01001898G0230	Os01t0648000-01	potassium channel AKT1, putative, expressed
PH01001898G0240	Os01t0647700-01	hydrolase, alpha/beta fold family domain containing protein, expressed
PH01001899G0070	Os04t0673000-03	expressed_protein
PH01001899G0080	Os04t0672900-02	expressed_protein
PH01001899G0110	Os04t0672700-01	pentatricopeptide, putative, expressed
PH01001899G0150	Os04t0672300-01	expressed_protein
PH01001899G0220	Os04t0672100-01	phytosulfokine receptor precursor, putative, expressed
PH01001899G0250	Os04t0671900-01	auxin response factor, putative, expressed
PH01001900G0280	Os12t0456400-01	expressed_protein
PH01001901G0020	Os02t0307000-01	GTP binding protein, putative, expressed
PH01001901G0050	not found	GTP binding protein, putative, expressed
PH01001901G0240	Os03t0556600-01	receptor protein kinase, putative, expressed
PH01001902G0010	Os08t0557900-01	inosine-uridine preferring nucleoside hydrolase family protein, putative, expressed
PH01001902G0020	Os08t0557800-01	male sterility protein 2, putative, expressed
PH01001902G0090	Os08t0557700-01	histidine-containing phosphotransfer protein, putative, expressed
PH01001902G0110	Os08t0557600-01	monodehydroascorbate reductase, putative, expressed
PH01001902G0120	Os08t0557500-01	peptidylprolyl isomerase domain and WD repeat-containing protein 1, putative, expressed
PH01001902G0140	Os05t0301700-01	cytochrome c1-1, heme protein, mitochondrial precursor, putative, expressed
PH01001902G0270	Os08t0557000-01	protein-L-isoaspartate O-methyltransferase, putative, expressed
PH01001902G0290	Os08t0556700-01	inositol or phosphatidylinositol phosphatase/ phosphoric monoester hydrolase, putative, expressed
PH01001902G0310	Os08t0556700-01	inositol or phosphatidylinositol phosphatase/ phosphoric monoester hydrolase, putative, expressed
PH01001902G0320	Os08t0556600-01	fiber protein Fb14, putative
PH01001902G0330	Os08t0556400-01	AAA-type ATPase family protein, putative, expressed
PH01001902G0360	Os08t0556000-01	ECT5, putative, expressed
PH01001903G0020	Os05t0334750-00	CAMK_KIN1/SNF1/Nim1_like.23 - CAMK includes calcium/calmodulin depedent protein kinases, expressed
PH01001903G0390	Os05t0154600-01	zinc finger, C3HC4 type domain containing protein, expressed
PH01001904G0060	Os06t0524300-01	extra-large G-protein-related, putative, expressed
PH01001904G0170	Os02t0258800-01	expressed_protein
PH01001904G0240	Os01t0322800-01	expressed_protein
PH01001904G0320	Os06t0523100-01	expressed_protein
PH01001904G0370	Os07t0562800-02	myosin-Vb, putative, expressed
PH01001905G0010	Os11t0191300-02	TOPBP1A - Similar to DNA replication protein TOPBP1 from, expressed
PH01001905G0030	Os12t0180500-00	protein kinase family protein, putative
PH01001905G0200	Os11t0195500-01	lipase, putative, expressed
PH01001905G0370	Os11t0195600-01	amino acid transporter, putative, expressed
PH01001907G0090	Os02t0220700-01	protein kinase domain containing protein, expressed
PH01001907G0110	Os02t0220500-01	elongation factor 1-gamma, putative, expressed
PH01001907G0160	Os02t0220400-01	GATA zinc finger domain containing protein, expressed
PH01001907G0340	Os02t0219900-02	integral membrane protein, putative, expressed
PH01001907G0360	Os02t0219800-01	tetraspanin family protein, putative, expressed
PH01001907G0370	Os02t0219400-01	GPI-anchor transamidase precursor, putative, expressed
PH01001907G0400	Os06t0573600-01	beta-galactosidase precursor, putative, expressed
PH01001908G0090	Os12t0616900-01	transketolase, putative, expressed
PH01001910G0040	Os04t0656100-01	plasma membrane ATPase, putative, expressed
PH01001910G0100	Os04t0656500-01	OsSPL8 - SBP-box gene family member, expressed
PH01001910G0160	Os04t0656800-01	peroxidase precursor, putative, expressed
PH01001910G0200	Os04t0657100-01	polyprenyl synthetase, putative, expressed
PH01001910G0380	Os04t0658000-02	aldose 1-epimerase, putative, expressed
PH01001910G0420	Os04t0658100-01	expressed_protein
PH01001910G0450	Os04t0658300-01	AAA-type ATPase family protein, putative, expressed
PH01001911G0050	Os04t0405300-01	sex determination protein tasselseed-2, putative, expressed
PH01001911G0060	Os04t0405100-01	SAM domain family protein, expressed
PH01001911G0130	Os04t0404800-01	AMP-binding enzyme, putative, expressed
PH01001911G0270	Os04t0403701-01	protein phosphatase 2C, putative, expressed
PH01001911G0280	Os05t0533100-01	plasminogen activator inhibitor 1 RNA-binding protein, putative, expressed
PH01001911G0350	Os04t0403400-01	HIRAN domain containing protein, putative, expressed
PH01001912G0140	Os07t0158800-01	DNA binding protein, putative, expressed
PH01001912G0320	Os07t0159800-01	ML domain protein, putative, expressed
PH01001912G0330	Os07t0159900-01	glutaredoxin, putative, expressed
PH01001912G0360	Os07t0160000-00	ubiquitin carboxyl-terminal hydrolase domain containing protein, expressed
PH01001913G0150	Os03t0796501-00	ribosomal protein L4, putative, expressed
PH01001914G0110	Os08t0136100-01	homeobox and START domains containing protein, putative, expressed
PH01001914G0120	Os04t0626900-01	expressed_protein
PH01001914G0130	Os04t0626450-01	NBS-LRR disease resistance protein, putative
PH01001914G0150	Os12t0481400-00	NBS-LRR disease resistance protein, putative, expressed
PH01001914G0170	Os04t0626400-03	OsCHL Chloroplastic lipocalin, expressed
PH01001914G0200	Os04t0626000-01	AT hook motif family protein, expressed
PH01001914G0220	Os04t0625600-01	MBTB7 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with Meprin and TRAF Homology MATH domain, expressed
PH01001914G0250	Os04t0625600-01	MBTB7 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with Meprin and TRAF Homology MATH domain, expressed
PH01001914G0290	Os04t0625100-02	expressed_protein
PH01001914G0300	Os04t0625000-01	expressed_protein
PH01001914G0340	Os04t0624701-00	expressed_protein
PH01001914G0350	Os04t0624600-01	soluble starch synthase 3, chloroplast precursor, putative, expressed
PH01001914G0370	Os04t0624600-02	soluble starch synthase 3, chloroplast precursor, putative, expressed
PH01001915G0080	Os12t0132800-01	major facilitator superfamily antiporter, putative, expressed
PH01001915G0220	Os11t0136500-00	dehydrogenase-phosphopantetheinyltransferase, putative
PH01001916G0070	Os02t0511900-00	POLE1 - Putative DNA polymerase epsilon catalytic subunit, expressed
PH01001916G0120	Os02t0519900-01	elongation factor, putative, expressed
PH01001916G0130	Os02t0511400-01	dehydrogenase/reductase, putative, expressed
PH01001916G0270	Os02t0510300-01	basic salivary proline-rich protein 2 precursor, putative, expressed
PH01001917G0090	Os03t0669200-01	WD domain, G-beta repeat domain containing protein, expressed
PH01001917G0100	Os03t0669200-01	WD domain, G-beta repeat domain containing protein, expressed
PH01001917G0130	Os03t0669300-02	glucan endo-1,3-beta-glucosidase precursor, putative, expressed
PH01001917G0240	not found	LTPL94 - Protease inhibitor/seed storage/LTP family protein precursor, expressed
PH01001917G0280	Os02t0327100-01	ADP-ribosylation factor, putative, expressed
PH01001917G0310	Os07t0123700-00	ADP-ribosylation factor, putative, expressed
PH01001918G0040	Os04t0416700-01	harpin-induced protein 1 domain containing protein, expressed
PH01001918G0090	Os02t0537700-01	peroxiredoxin, putative, expressed
PH01001918G0120	Os02t0537500-01	E2F family transcription factor protein, putative, expressed
PH01001918G0130	Os04t0416000-01	protein of unknown function DUF1279 domain containing protein, expressed
PH01001918G0160	Os04t0415600-00	protein of unknown function DUF1279 domain containing protein, expressed
PH01001918G0180	Os04t0415200-01	HVA22, putative, expressed
PH01001918G0350	Os05t0515700-01	one zinc finger protein, putative, expressed
PH01001918G0370	Os04t0414800-00	pentatricopeptide, putative
PH01001918G0380	Os04t0414700-01	membrane protein, putative, expressed
PH01001919G0100	Os05t0479800-01	NB-ARC domain containing protein, expressed
PH01001919G0160	Os12t0231100-01	expressed_protein
PH01001919G0170	Os12t0231100-01	expressed_protein
PH01001919G0370	Os11t0282300-01	expressed_protein
PH01001920G0050	Os01t0223800-00	S-locus lectin protein kinase family protein, putative
PH01001920G0120	Os01t0223000-01	GDSL-like lipase/acylhydrolase, putative, expressed
PH01001920G0150	Os01t0223600-01	inactive receptor kinase At2g26730 precursor, putative, expressed
PH01001920G0170	Os01t0224000-00	receptor-like protein kinase, putative, expressed
PH01001921G0440	Os08t0170200-00	MLA7, putative
PH01001922G0010	Os02t0167300-02	tubulin/FtsZ domain containing protein, putative, expressed
PH01001922G0100	Os03t0661600-01	thaumatin, putative, expressed
PH01001922G0110	Os03t0663500-00	thaumatin, putative, expressed
PH01001922G0220	Os03t0793600-00	endonuclease/exonuclease/phosphatase family domain containing protein, expressed
PH01001924G0210	Os03t0367900-02	pyrrolidone-carboxylate peptidase, putative, expressed
PH01001925G0060	Os04t0516200-01	DUF640 domain containing protein, putative, expressed
PH01001925G0330	Os02t0624300-01	MYB family transcription factor, putative, expressed
PH01001926G0020	Os07t0114300-01	expressed_protein
PH01001926G0150	Os08t0293300-01	NB-ARC domain containing protein, expressed
PH01001926G0330	Os03t0438100-02	allene oxide cyclase 4, chloroplast precursor, putative, expressed
PH01001926G0380	Os11t0384789-02	hydrolase, alpha/beta fold family domain containing protein, expressed
PH01001927G0010	not found	hydrolase, alpha/beta fold family domain containing protein, expressed
PH01001928G0090	Os12t0204500-01	plant-specific domain TIGR01627 family protein, expressed
PH01001928G0100	Os12t0203100-01	SAM-dependent methyltransferase, putative, expressed
PH01001928G0140	Os03t0781100-00	pentatricopeptide, putative, expressed
PH01001928G0200	Os03t0425800-01	MYB family transcription factor, putative, expressed
PH01001928G0330	Os08t0487800-01	MYB family transcription factor, putative, expressed
PH01001929G0010	Os12t0283100-01	nucleotidyltransferase, putative, expressed
PH01001929G0020	Os07t0597200-02	nucleotidyltransferase, putative, expressed
PH01001929G0130	Os07t0679000-01	potassium transporter, putative, expressed
